place_ratings,place_name,category,city,price,rating
1,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5
3,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5
2,Observatorium Bosscha,Cagar Alam,Bandung,25000,4.5
3,Watu Lumbung,Cagar Alam,Yogyakarta,5000,4.3
1,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7
2,Tebing Breksi,Budaya,Yogyakarta,20000,4.4
5,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,4.3
3,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4
4,Pulau Tidung,Bahari,Jakarta,150000,4.5
1,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4
2,Tugu Muda Semarang,Budaya,Semarang,0,4.7
4,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5
2,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4
5,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6
3,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5
4,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,2500,4.5
1,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6
3,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5
3,Brown Canyon,Cagar Alam,Semarang,0,4.2
5,Pantai Sadranan,Bahari,Yogyakarta,10000,4.6
1,Rabbit Town,Taman Hiburan,Bandung,45000,4.0
1,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8
2,Pantai Cipta,Bahari,Semarang,5000,4.0
3,Skyrink - Mall Taman Anggrek,Taman Hiburan,Jakarta,110000,4.5
3,Pantai Ngrenehan,Bahari,Yogyakarta,3000,4.4
1,Pantai Congot,Bahari,Yogyakarta,3000,4.3
1,Dunia Fantasi,Taman Hiburan,Jakarta,270000,4.6
1,Tugu Proklamasi,Budaya,Jakarta,0,4.6
2,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7
5,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8
4,Tugu Muda Semarang,Budaya,Semarang,0,4.7
2,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9
5,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6
4,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,4.3
2,Amazing Art World,Budaya,Bandung,75000,4.5
2,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7
5,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7
1,Museum Barli,Budaya,Bandung,15000,4.4
2,Saloka Theme Park,Taman Hiburan,Semarang,150000,4.4
2,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5
4,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6
1,The Lodge Maribaya,Cagar Alam,Bandung,25000,4.3
5,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,3000,4.5
4,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3
3,Air Mancur Menari,Taman Hiburan,Surabaya,35000,4.4
4,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6
1,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,150000,4.4
3,Monumen Selamat Datang,Budaya,Jakarta,0,4.7
1,Curug Cimahi,Cagar Alam,Bandung,15000,4.6
4,Museum Sumpah Pemuda,Budaya,Jakarta,2000,4.7
1,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6
1,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0
1,Kampoeng Tulip,Taman Hiburan,Bandung,15000,3.8
1,Curug Aseupan,Cagar Alam,Bandung,10000,4.7
1,Pantai Nguluran,Bahari,Yogyakarta,10000,4.1
1,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5
1,Monumen Nasional,Budaya,Jakarta,20000,4.6
3,Kawah Putih,Cagar Alam,Bandung,81000,4.5
3,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1
3,Taman Vanda,Taman Hiburan,Bandung,0,4.3
3,Kebun Binatang Ragunan,Cagar Alam,Jakarta,4000,4.5
3,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,23000,3.9
2,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5
3,Pantai Kukup,Bahari,Yogyakarta,10000,4.0
1,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,0,4.7
5,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2
2,Museum Ullen Sentalu,Budaya,Yogyakarta,100000,4.7
1,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5
1,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4
3,Taman Srigunting,Taman Hiburan,Semarang,0,4.7
5,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,0,4.4
2,Atlantis Water Adventure,Taman Hiburan,Jakarta,94000,4.5
4,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6
4,Old City 3D Trick Art Museum,Budaya,Semarang,50000,4.4
4,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5
3,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4
1,Curug Malela,Cagar Alam,Bandung,10000,4.4
1,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,0,4.7
3,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
3,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3
5,Monumen Nasional,Budaya,Jakarta,20000,4.6
1,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,25000,4.3
2,Museum Layang-layang,Budaya,Jakarta,10000,4.5
4,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3
1,Bukit Bintang,Cagar Alam,Bandung,25000,4.6
4,Goa Pindul,Cagar Alam,Yogyakarta,40000,4.5
2,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6
1,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,3000,4.5
2,Freedom Library,Budaya,Jakarta,0,5.0
3,Jembatan Merah,Budaya,Surabaya,0,4.5
5,Dunia Fantasi,Taman Hiburan,Jakarta,270000,4.6
3,Pantai Baruna,Bahari,Semarang,3000,4.0
2,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2
1,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3
5,Museum Nike Ardilla,Budaya,Bandung,0,4.6
5,Watu Goyang,Budaya,Yogyakarta,2500,4.4
1,Pantai Glagah,Bahari,Yogyakarta,5000,4.4
4,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6
1,Sea World,Taman Hiburan,Jakarta,115000,4.5
2,Kyotoku Floating Market,Budaya,Bandung,175000,4.5
2,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5
2,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4
4,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0
5,Pantai Baruna,Bahari,Semarang,3000,4.0
4,Pantai Jungwok,Bahari,Yogyakarta,5000,4.6
1,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6
3,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4
1,Peta Park,Taman Hiburan,Bandung,15000,4.3
5,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4
1,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,0,4.5
4,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1
3,Kampung Tematik Jawi,Budaya,Semarang,0,4.5
1,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6
2,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,4.4
4,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6
2,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,0,4.7
5,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,0,4.3
3,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1
2,Pantai Congot,Bahari,Yogyakarta,3000,4.3
4,The Lodge Maribaya,Cagar Alam,Bandung,25000,4.3
4,House of Sampoerna,Budaya,Surabaya,0,4.6
3,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0
1,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6
2,Curug Cimahi,Cagar Alam,Bandung,15000,4.6
4,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
3,Rainbow Garden,Cagar Alam,Bandung,20000,4.6
2,Gua Belanda,Cagar Alam,Bandung,15000,4.4
1,Taman Lansia,Taman Hiburan,Bandung,0,4.4
3,Bumi Perkemahan Cibubur,Taman Hiburan,Jakarta,10000,4.5
3,Museum Barli,Budaya,Bandung,15000,4.4
4,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,25000,4.3
5,Wisata Batu Kuda,Cagar Alam,Bandung,10000,4.4
3,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,0,4.0
4,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3
2,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6
1,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,0,4.4
3,Museum Geologi Bandung,Budaya,Bandung,2000,4.6
4,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1
1,Museum Satria Mandala,Budaya,Jakarta,5000,4.5
5,Old City 3D Trick Art Museum,Budaya,Semarang,50000,4.4
1,Taman Vanda,Taman Hiburan,Bandung,0,4.3
1,Panama Park 825,Taman Hiburan,Bandung,50000,4.4
5,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5
1,Masjid Istiqlal,Tempat Ibadah,Jakarta,0,4.7
4,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6
1,Pulau Semak Daun,Bahari,Jakarta,40000,4.0
5,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5
1,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,0,4.4
1,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,15000,4.5
1,Waduk Jatibarang,Cagar Alam,Semarang,2500,4.3
1,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4
5,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2
1,Jembatan Merah,Budaya,Surabaya,0,4.5
3,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8
3,Pantai Indrayanti,Bahari,Yogyakarta,10000,4.5
3,Green Village Gedangsari,Taman Hiburan,Yogyakarta,2000,4.2
3,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5
5,House of Sampoerna,Budaya,Surabaya,0,4.6
1,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3
1,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4
2,Gembira Loka Zoo,Cagar Alam,Yogyakarta,60000,4.5
1,Museum Joang 45,Budaya,Jakarta,2000,4.0
4,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,20000,4.5
2,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6
3,Balai Kota Surabaya,Budaya,Surabaya,0,4.7
2,Jembatan Merah,Budaya,Surabaya,0,4.5
2,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5
2,Ocean Ecopark,Taman Hiburan,Jakarta,180000,4.0
4,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6
1,Pulau Pelangi,Bahari,Jakarta,900000,4.8
1,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2
4,Sunrise Point Cukul,Cagar Alam,Bandung,10000,4.6
4,Museum Ullen Sentalu,Budaya,Yogyakarta,100000,4.7
1,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4
2,Museum Fatahillah,Budaya,Jakarta,5000,4.4
1,Galeri Indonesia Kaya,Budaya,Jakarta,0,4.8
1,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3
5,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4
5,Goa Rong,Cagar Alam,Semarang,5000,4.3
1,Atlantis Water Adventure,Taman Hiburan,Jakarta,94000,4.5
2,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
2,Mountain View Golf Club,Cagar Alam,Bandung,375000,4.4
5,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5
3,Freedom Library,Budaya,Jakarta,0,5.0
1,Danau Rawa Pening,Cagar Alam,Semarang,15000,4.4
3,Pulau Tidung,Bahari,Jakarta,150000,4.5
4,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,35000,4.5
1,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
1,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,2500,4.5
2,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4
1,Masjid Agung Ungaran,Tempat Ibadah,Semarang,0,4.7
1,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1
1,Pantai Wediombo,Bahari,Yogyakarta,5000,4.5
4,Wisata Kaliurang,Cagar Alam,Yogyakarta,8000,4.4
1,Tugu Muda Semarang,Budaya,Semarang,0,4.7
1,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4
1,Alive Museum Ancol,Taman Hiburan,Jakarta,200000,4.3
1,Museum Layang-layang,Budaya,Jakarta,10000,4.5
1,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4
2,Bukit Moko,Cagar Alam,Bandung,25000,4.5
4,Museum Fatahillah,Budaya,Jakarta,5000,4.4
1,Museum Geologi Bandung,Budaya,Bandung,2000,4.6
2,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6
2,Candi Ijo,Budaya,Yogyakarta,5000,4.6
1,Jakarta Planetarium,Taman Hiburan,Jakarta,12000,4.1
3,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6
1,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6
5,Tugu Muda Semarang,Budaya,Semarang,0,4.7
4,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,300000,4.4
1,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6
1,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5
5,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6
5,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7
2,Kampung Pelangi,Taman Hiburan,Semarang,3000,4.3
1,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,0,4.2
1,Goa Pindul,Cagar Alam,Yogyakarta,40000,4.5
4,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,5000,4.1
1,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,0,4.5
4,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,15000,4.5
5,Pulau Tidung,Bahari,Jakarta,150000,4.5
4,Kampoeng Tulip,Taman Hiburan,Bandung,15000,3.8
5,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,220000,4.5
1,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,2000,4.5
4,Dago Dreampark,Taman Hiburan,Bandung,40000,4.2
4,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7
4,Pantai Wediombo,Bahari,Yogyakarta,5000,4.5
3,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,2000,4.5
5,Embung Tambakboyo,Taman Hiburan,Yogyakarta,0,4.4
1,Museum Ullen Sentalu,Budaya,Yogyakarta,100000,4.7
1,Wisata Eling Bening,Cagar Alam,Semarang,25000,4.3
2,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5
2,Bukit Bintang,Cagar Alam,Bandung,25000,4.6
4,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3
4,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5
5,Saloka Theme Park,Taman Hiburan,Semarang,150000,4.4
2,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,5000,4.7
5,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5
4,Alive Museum Ancol,Taman Hiburan,Jakarta,200000,4.3
5,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4
1,Candi Gedong Songo,Budaya,Semarang,10000,4.5
4,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7
1,Balai Kota Surabaya,Budaya,Surabaya,0,4.7
1,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,5000,4.6
3,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,6000,4.5
1,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5
1,Taman Cattleya,Taman Hiburan,Jakarta,20000,4.5
1,Taman Pandanaran,Taman Hiburan,Semarang,0,4.4
3,Pantai Cipta,Bahari,Semarang,5000,4.0
1,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
2,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,0,4.3
3,Benteng Pendem,Budaya,Semarang,5000,4.2
3,Pantai Greweng,Bahari,Yogyakarta,5000,4.6
3,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2
5,Kebun Binatang Ragunan,Cagar Alam,Jakarta,4000,4.5
1,Keraton Yogyakarta,Budaya,Yogyakarta,15000,4.6
2,Candi Ratu Boko,Budaya,Yogyakarta,75000,4.6
5,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,0,4.6
5,Masjid Istiqlal,Tempat Ibadah,Jakarta,0,4.7
1,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7
1,Skyrink - Mall Taman Anggrek,Taman Hiburan,Jakarta,110000,4.5
2,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3
4,Danau Rawa Pening,Cagar Alam,Semarang,15000,4.4
2,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6
4,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,4.4
3,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4
2,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,2000,4.6
1,Saloka Theme Park,Taman Hiburan,Semarang,150000,4.4
2,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8
5,Benteng Pendem,Budaya,Semarang,5000,4.2
4,Rumah Sipitung,Budaya,Jakarta,5000,4.5
1,Candi Borobudur,Budaya,Yogyakarta,50000,4.7
1,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,3000,4.5
1,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6
5,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8
3,Museum Bank Indonesia,Budaya,Jakarta,2000,4.7
4,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,0,3.9
1,Lembang Park & Zoo,Cagar Alam,Bandung,50000,4.5
2,Pantai Greweng,Bahari,Yogyakarta,5000,4.6
1,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,10000,4.5
1,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4
1,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5
4,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,80000,4.2
1,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7
3,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,4.9
5,Bandros City Tour,Budaya,Bandung,40000,4.4
4,Pulau Pramuka,Bahari,Jakarta,5000,4.2
1,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5
5,Lava Bantal,Budaya,Yogyakarta,5000,4.4
5,Museum Layang-layang,Budaya,Jakarta,10000,4.5
4,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5
4,Wot Batu,Cagar Alam,Bandung,50000,4.7
5,Jakarta Planetarium,Taman Hiburan,Jakarta,12000,4.1
3,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,20000,4.2
1,Taman Film,Budaya,Bandung,0,4.3
3,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5
5,Museum Geologi Bandung,Budaya,Bandung,2000,4.6
4,Kota Lama Semarang,Budaya,Semarang,0,4.7
2,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5
1,Goa Rancang Kencono,Cagar Alam,Yogyakarta,5000,4.3
2,Situs Warungboto,Taman Hiburan,Yogyakarta,0,4.4
1,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4
5,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7
5,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7
5,Taman Budaya Yogyakarta,Budaya,Yogyakarta,0,4.5
1,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,0,4.6
3,Lava Bantal,Budaya,Yogyakarta,5000,4.4
2,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5
3,Old City 3D Trick Art Museum,Budaya,Semarang,50000,4.4
2,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9
1,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9
3,Rabbit Town,Taman Hiburan,Bandung,45000,4.0
1,Pantai Baruna,Bahari,Semarang,3000,4.0
3,Jendela Alam,Taman Hiburan,Bandung,20000,4.4
4,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
4,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1
2,Tugu Proklamasi,Budaya,Jakarta,0,4.6
3,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3
1,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,0,4.4
5,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,20000,4.4
5,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3
5,Jendela Alam,Taman Hiburan,Bandung,20000,4.4
5,Pantai Maron,Bahari,Semarang,5000,3.4
4,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,20000,4.4
3,Pantai Nguluran,Bahari,Yogyakarta,10000,4.1
5,Gedung Sate,Budaya,Bandung,5000,4.6
1,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0
5,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0
5,Curug Cimahi,Cagar Alam,Bandung,15000,4.6
5,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5
2,Pantai Nguluran,Bahari,Yogyakarta,10000,4.1
1,Watu Goyang,Budaya,Yogyakarta,2500,4.4
1,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,0,4.7
5,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0
5,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1
3,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3
5,Heha Sky View,Taman Hiburan,Yogyakarta,15000,4.4
3,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,0,4.4
1,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3
1,Museum Gunung Merapi,Budaya,Yogyakarta,10000,4.4
1,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4
2,Museum Bank Indonesia,Budaya,Jakarta,2000,4.7
5,Taman Vanda,Taman Hiburan,Bandung,0,4.3
1,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1
3,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6
4,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5
1,Museum Sri Baduga,Budaya,Bandung,3000,4.5
2,Taman Pandanaran,Taman Hiburan,Semarang,0,4.4
1,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7
3,Museum Perangko,Budaya,Jakarta,5000,4.4
1,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5
4,Lawang Sewu,Budaya,Semarang,10000,4.6
1,Pantai Kesirat,Bahari,Yogyakarta,5000,4.6
1,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5
1,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4
3,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6
3,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,4.3
4,Trans Studio Bandung,Taman Hiburan,Bandung,280000,4.5
5,Curug Aseupan,Cagar Alam,Bandung,10000,4.7
3,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5
1,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,5000,4.6
4,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5
5,Pantai Patihan,Bahari,Yogyakarta,5000,4.1
1,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4
3,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7
1,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5
2,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6
5,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,0,5.0
5,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,2000,4.5
1,Kebun Binatang Ragunan,Cagar Alam,Jakarta,4000,4.5
2,Museum Pos Indonesia,Budaya,Bandung,0,4.5
1,Pantai Ngrenehan,Bahari,Yogyakarta,3000,4.4
1,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,20000,4.4
1,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4
3,Semarang Chinatown,Budaya,Semarang,30000,4.5
2,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,0,4.4
1,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5
1,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5
2,Taman Budaya Yogyakarta,Budaya,Yogyakarta,0,4.5
1,Goa Rong,Cagar Alam,Semarang,5000,4.3
4,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6
3,Kota Mini,Taman Hiburan,Bandung,20000,4.4
1,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1
1,Rainbow Garden,Cagar Alam,Bandung,20000,4.6
4,Pantai Drini,Bahari,Yogyakarta,10000,4.5
1,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,80000,4.2
1,Observatorium Bosscha,Cagar Alam,Bandung,25000,4.5
5,Bukit Moko,Cagar Alam,Bandung,25000,4.5
1,Sunrise Point Cukul,Cagar Alam,Bandung,10000,4.6
5,Situ Cileunca,Cagar Alam,Bandung,2500,4.4
2,Pantai Kukup,Bahari,Yogyakarta,10000,4.0
3,Taman Badak,Taman Hiburan,Bandung,0,4.5
1,Wisata Batu Kuda,Cagar Alam,Bandung,10000,4.4
1,Pulau Pari,Bahari,Jakarta,150000,4.0
2,Taman Vanda,Taman Hiburan,Bandung,0,4.3
5,Museum Wayang,Budaya,Jakarta,5000,4.5
3,Pulau Pramuka,Bahari,Jakarta,5000,4.2
4,Pulau Bidadari,Bahari,Jakarta,5000,4.6
3,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,300000,4.4
1,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,75000,4.3
4,Pantai Kesirat,Bahari,Yogyakarta,5000,4.6
5,Pantai Cipta,Bahari,Semarang,5000,4.0
1,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4
2,Goa Rancang Kencono,Cagar Alam,Yogyakarta,5000,4.3
